ano,id_estacao,precipitacao_total_anual,radiacao_global_media,temperatura_bulbo_media,vento_velocidade_media
2000,A001,656.00000000000068,1531.114108640174,20.925588066551892,2.57298387096774
2000,A101,738.39999999999986,1529.5837858805276,26.734559841740829,1.1026123095190947
2000,A401,172.2,1654.8301225919429,25.895893027698193,2.0706730769230712
2000,A601,524.19999999999959,1257.4075037147106,22.580745709212877,2.3357466956007102
2000,A801,401.79999999999967,1410.3674911660748,20.856788566624619,2.0879781420765076
2001,A001,1083.0000000000043,1488.7649289099475,21.0913642052565,2.4395191585274292
2001,A002,746.80000000000064,1406.8805532271556,22.400706869891589,1.544697304463102
2001,A003,617.4,1453.7754185381796,21.761784946236585,2.0374323446633444
2001,A101,1357.4000000000026,1464.8575006957972,26.942886416861846,1.1790568248388968
2001,A401,1856.0000000000098,1452.9256858932815,25.421625748854716,2.069867199435885
2001,A402,23.2,1052.2346938775509,24.431690140845078,1.4694267515923567
2001,A601,975.0000000000008,1394.0897083103994,24.224270613107837,2.2299575671852865
2001,A702,772.00000000000034,1417.7613333333341,23.923863636363645,3.1392045454545459
2001,A703,745.4,1377.2727856225931,22.164628657164222,2.9399474868717119
2001,A704,640.1999999999997,1450.801250000002,25.510070921985825,1.5986935028248594
2001,A705,661.19999999999936,1444.9908703591004,22.431213675213648,1.9953456536618746
2001,A801,1328.4000000000035,1180.4418208373861,20.8326802507837,1.8098784790278344
2001,A802,144.19999999999993,1637.3030794165313,20.7558494404883,3.7108961303462316
2001,A803,10.999999999999998,1604.5578747628078,22.52736966824644,1.9691943127962086
2001,A804,86.000000000000028,1682.7363465160061,20.965186074429802,2.6159663865546241
2001,A805,24.999999999999993,1775.7928388746793,23.767252396166143,3.2721600000000004
2002,A001,1304.0000000000036,1489.4178130100256,21.665951642901511,2.5159121914919997
2002,A002,1139.6000000000024,1481.659820585455,23.697391522448022,1.4190368698269373
2002,A003,939.000000000002,1510.0688456189148,23.233544303797537,1.8267096934342815
2002,A101,1605.4000000000035,1493.0468648998067,27.144230429404441,1.2318101310662395
2002,A401,1799.800000000009,1478.8299838299793,25.399049550120381,1.7985644125424984
2002,A402,156.6,1656.4877805486274,25.092115711854834,1.651446442533232
2002,A404,583.39999999999986,1745.0111712931623,24.064523556500202,3.065816507261776
2002,A405,122.80000000000003,1726.9696969696965,24.847916666666645,3.3629166666666639
2002,A502,,,,
2002,A505,108.80000000000003,19340.2117647059,23.423905723905712,2.4190972222222236
2002,A506,226.99999999999997,15435.641711229953,24.044871794871788,2.1182692307692315
2002,A507,,,,
2002,A508,178.6,18003.056768558952,26.798525798525795,2.1459459459459449
2002,A601,984.00000000000318,1330.0670000000009,24.567112120807241,2.1301818668093095
2002,A602,139.60000000000002,1528.9240875912424,25.563296516567547,3.5226847918436768
2002,A603,635.5999999999998,1375.439481268013,26.253697478991619,0.022662173546756492
2002,A604,156.60000000000005,1526.6825938566553,25.867813765182191,1.4827935222672071
2002,A702,924.6000000000007,1440.7609266778165,24.521068135245962,3.1102295746117457
2002,A703,1259.4000000000046,1321.4493725659861,22.294151694199886,2.87145161290322
2002,A704,969.80000000000223,1452.9192483494146,25.231426279909094,1.4238052026618255
2002,A705,995.40000000000134,1353.7490131578948,21.884233449477318,1.8261474521142056
2002,A706,751.19999999999948,1318.7771105616384,14.290016762898095,2.1614567809239942
2002,A708,240.20000000000002,1581.19465648855,22.761797752808985,2.3608988764044936
2002,A801,1395.2000000000053,1111.1793754538803,20.304293830096437,1.6913900277740943
2002,A802,2131.2000000000085,1136.8862038664372,18.971762771876627,3.14919517102616
2002,A803,61.80000000000009,1122.5399773499396,19.996535651297549,1.9113673597983594
2002,A804,2226.0000000000032,1145.5863160457773,18.057517260814446,2.7366259238203514
2002,A805,2094.2000000000057,1213.3938612933448,19.8358532445489,3.0189596499756921
2002,A901,0.0,0.46543209876543207,28.465461847389548,4.3127659574468087
2002,A902,,,,
2002,A904,,0.4,25.461061946902646,
2002,A905,,,24.616252821670418,
2002,A906,,,26.006467661691552,
2003,A001,991.00000000000148,1456.3317481884071,21.306077884265413,2.5260315533980546
2003,A002,1286.2000000000041,1465.7501178689295,23.147003154574126,1.4196617869762729
2003,A003,889.00000000000227,1480.9678146121682,21.751380368098186,1.6101567825494172
2003,A101,305.99999999999972,1400.7939297124599,28.105138539042809,1.6603421461897354
2003,A201,2804.2,14897.367659820655,26.61915605095545,1.1553503184713396
2003,A202,2167.6000000000067,15367.251008303696,26.154523164279279,2.4380436185314216
2003,A203,1807.2000000000048,17577.471010638314,26.832168148259779,2.5469489227060391
2003,A302,10.799999999999997,20522.215053763437,27.96833333333333,6.27310924369748
2003,A303,1469.0000000000116,17709.88024539873,25.030994073275917,2.4773063973063949
2003,A304,904.40000000000248,19897.527042577713,26.616094249201222,4.993031150159756
2003,A305,1539.4000000000037,6894.863202545077,27.136717930793388,3.090475358266342
2003,A306,742.00000000000171,1157.3903177004534,27.752348777348821,2.9673423423423411
2003,A307,245.19999999999985,1357.9809782608681,26.960454908220235,4.0706038840117076
2003,A308,843.00000000000148,1244.9513043478266,27.0185010005457,4.0479352374022186
2003,A401,2022.200000000008,1437.3415021556598,25.631221662468494,1.8246714456391873
2003,A402,367.39999999999986,1696.5677200902953,24.87945073938921,1.6174764739773431
2003,A404,729.20000000000118,1727.2170468187296,23.674426476118846,2.8965772316950824
2003,A405,355.19999999999982,1261.2785234899334,25.908884565499378,2.7409990269218318
2003,A406,440.39999999999884,1088.2190721649479,25.1646209386282,3.1774507081366274
2003,A407,521.19999999999629,1245.9346153846161,20.825617086583971,3.028213326512335
2003,A408,340.79999999999916,1358.4201312910284,25.304346210995497,2.603021297672111
2003,A409,1409.6000000000054,1125.7637614678895,26.379502783892335,3.3049728049728149
2003,A410,1535.000000000013,1339.9895833333342,23.578053551778869,2.829196723315806
2003,A412,434.79999999999825,1296.3967517401379,24.3506647734608,3.275371111397976
2003,A502,457.3999999999989,1246.7327425373117,17.966511741683021,2.6285930408471971
2003,A505,1758.4000000000071,17622.524034334772,21.305892428913996,2.6062307076712
2003,A506,530.79999999999984,18821.949626044912,23.628242751496735,2.2104824509918961
2003,A507,341.59999999999997,1510.0906274206068,22.075555555555596,2.1381150793650847
2003,A508,526.39999999999884,17438.046160577505,25.156080366584455,2.2405011175155876
2003,A601,1238.000000000008,1280.6299701218097,23.587960029246862,2.0233759902498503
2003,A602,345.59999999999962,1570.8806112702941,24.915359477124174,3.2740773286467477
2003,A603,1451.0000000000177,1186.9408138101114,22.706349461501397,0.6275008041170802
2003,A604,940.000000000001,1408.7895902547086,23.526295105394766,1.2748957961176572
2003,A702,1193.8000000000018,1350.7825563909748,22.758347950885014,3.280023781212841
2003,A703,401.39999999999975,1275.0000000000002,23.629758713136749,2.3012064343163536
2003,A704,776.80000000000064,1464.3425925925935,25.282603585071989,1.4135468704084653
2003,A705,1252.2000000000032,1354.5186701999503,21.397899590163941,1.7143186475409817
2003,A706,735.40000000000066,1295.820672910166,13.427422064588411,2.0922717939145059
2003,A707,390.99999999999983,1495.6775618374547,25.3698374760994,1.9781548757170202
2003,A708,1059.800000000002,1447.6045038705124,23.009271255060749,2.4426327944572792
2003,A709,,,,
2003,A801,1176.6000000000031,1236.165208697827,19.782050592034427,1.6466415399111596
2003,A802,1383.8000000000081,1219.978065365209,17.936111813812392,4.2925385934819946
2003,A803,910.40000000000077,1228.9626209322776,18.947369694037967,1.8021496815286648
2003,A804,1650.4000000000074,1245.2266763848402,16.847151854443787,2.7450971922246241
2003,A805,1182.8000000000013,1319.1032285471531,19.909893172317762,3.9452525252525263
2003,A806,811.79999999999927,1165.4537572254337,19.9838213099909,2.4185056603773654
2003,A807,216.1999999999999,1110.35,17.094208893485003,1.8949327817993786
2003,A901,867.80000000000007,1323.5666666666677,26.072362103290754,1.9395227079021098
2003,A902,834.2000000000013,1303.7655502392356,24.044146341463371,3.190955284552849
2003,A903,1053.0000000000036,,24.203984450923173,1.4231570179092039
2003,A904,2099.8000000000084,1393.0726933830374,25.363407948835196,2.367487743632676
2003,A905,1387.4000000000112,1382.384467881112,24.073820673900496,1.5182894736842094
2003,A906,2140.8000000000061,1307.5929694727122,25.156000469704111,1.6704962443048832
2003,A907,295.8,1861.4885496183197,26.001628352490464,2.21676245210728
2004,A001,1246.8000000000054,1273.8529501525932,21.054177344951324,2.5967571741088671
2004,A002,1470.2000000000078,1428.5470085470065,23.024842573157194,1.3970243239906228
2004,A003,,,,
2004,A009,175.79999999999998,1161.2917948717952,25.825806451612912,1.4791788856304982
2004,A101,1255.400000000003,1383.0038194444423,26.718990426457818,1.1246556233653009
2004,A201,2768.5999999999913,11638.031536113946,26.613193193193119,1.0747147147147129
2004,A202,2578.3999999999974,12914.782832770588,26.105465355591111,2.3557283329522059
2004,A203,2238.2000000000035,17843.46732487074,26.913035835023628,2.4747937795808022
2004,A301,,,27.272811059907831,2.5018867924528303
2004,A302,,9.007142857142858,26.845560833028937,7.3836503291879954
2004,A303,2546.1999999999921,518.57702158799793,25.452812714383729,2.5605076606448778
2004,A304,1702.4000000000076,972.54175588865144,26.073637571998255,4.8529020824102869
2004,A305,1664.6000000000065,5651.7653688524606,27.125410392077089,3.0290869624203052
2004,A306,886.6000000000015,1270.4989733059547,26.802904972919723,2.4244214672575
2004,A307,781.6000000000007,1313.2591768631821,26.705556190694008,3.7216531382188247
2004,A308,1032.4000000000024,1312.8050239234451,26.653345367027615,3.723465703971121
2004,A309,,,25.502604166666661,3.6643229166666691
2004,A310,7.4,,23.364849354375885,4.3532281205164987
2004,A311,117.20000000000006,1471.0495867768589,28.30559139784943,1.0977346278317186
2004,A312,,,,
2004,A401,2043.0000000000118,1401.2333950236491,27.432541867400758,1.8137990364762531
2004,A402,,,,
2004,A404,1281.600000000004,1695.1582568807351,23.40740830997925,2.4553591025484653
2004,A405,,,24.840936140993424,2.5481002517738558
